,Unnamed: 0,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders,traduccion
1613,1613,Pagos a la Vista,Orden_Compra,Orden de Compra,Orden de Compra,,,,,Orden de Compra
1614,1614,Pagos a la Vista,Valor_Total,Valor Total Compra,Valor Total Compra,,,,,Valor Total Compra
1615,1615,Pagos a la Vista,Monto_Anticipo,Monto Anticipo,Monto Anticipo,,,,,Monto Anticipo
1616,1616,Pagos a la Vista,Monto_Complemento,Monto Complemento,Monto Complemento,,,,,Monto Complemento
1617,1617,Pagos a la Vista,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1618,1618,Pagos a la Vista,Valor_Total_Venta,Valor Total de Venta,Valor Total de Venta,,,,,Valor Total de Venta
1619,1619,Pagos a la Vista,termino_venta,Termino de Venta,Termino de Venta,,,,,Termino de Venta
1620,1620,Pagos a la Vista,Fecha,Fecha,Fecha,,,,,Fecha
1621,1621,Pagos a la Vista,Fecha_Pago,Fecha de Pago,Fecha de Pago,,,,,Fecha de Pago
1622,1622,Pagos a la Vista,Estado_Pago,Estado de Pago Complemento,Estado de Pago Complemento,,,,,Estado de Pago Complemento
1623,1623,Pagos a la Vista,Status_Pago_Anticipo,Status Pago Anticipo,Status Pago Anticipo,,,,,Status Pago Anticipo
1624,1624,Pagos a la Vista,Persona_Cargo,Persona a Cargo,Persona a Cargo,,,,,Persona a Cargo
1625,1625,Pagos a la Vista,Observaciones,Observaciones,Observaciones,,,,,Observaciones
1626,1626,estado_pago,,Estado Pago,Estado Pago,,,,,Estado Pago
1627,1627,estado_pago,id_estado_pago,Id Estado Pago,Id Estado Pago,,,,,Id Estado Pago
1628,1628,estado_pago,Estado,Estado,Estado,,,,,Estado
1629,1629,estado_pago,anticipo,Anticipo,Anticipo,,,,,Anticipo
1630,1630,sla_documento,,Sla Documento,Sla Documento,,,,,Sla Documento
1631,1631,sla_documento,id_sla,Id Sla,Id Sla,,,,,Id Sla
1632,1632,sla_documento,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1633,1633,sla_documento,tipo_documento,Tipo Documento,Tipo Documento,,,,,Tipo Documento
1634,1634,sla_documento,id_tiempo_transito,Tiempo de Transito,Tiempo de Transito,,,,,Tiempo de Transito
1635,1635,sla_documento,formula_1,Formula 1,Formula 1,,,,,Formula 1
1636,1636,sla_documento,dias_1,Dias F1,Dias F1,,,,,Dias F1
1637,1637,sla_documento,formula_2,Formula 2,Formula 2,,,,,Formula 2
1638,1638,sla_documento,dias_2,Dias F2,Dias F2,,,,,Dias F2
1639,1639,sla_documento,aplica_proforma,Aplica Proforma,Aplica Proforma,,,,,Aplica Proforma
1640,1640,sla_documento_detalle,,Sla Documento Detalle,Sla Documento Detalle,,,,,Sla Documento Detalle
1641,1641,sla_documento_detalle,id_sla_detalle,Id Sla Detalle,Id Sla Detalle,,,,,Id Sla Detalle
1642,1642,sla_documento_detalle,id_sla,Id Sla,Id Sla,,,,,Id Sla
1643,1643,sla_documento_detalle,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1644,1644,sla_documento_detalle,id_pais,Pais,PaÃ­s,,,,,Pais
1645,1645,sla_documento_detalle,empresa,Consignatario,Consignatario,,,,,Consignatario
1646,1646,sla_documento_detalle,activo,Activo,Activo,,,,,Activo
1647,1647,sla_pais_detalle,,Sla Pais Detalle,Sla Pais Detalle,,,,,Sla Pais Detalle
1648,1648,sla_pais_detalle,id_sla_pais,Id Sla Pais,Id Sla Pais,,,,,Id Sla Pais
1649,1649,sla_pais_detalle,id_sla,Id Sla,Id Sla,,,,,Id Sla
1650,1650,sla_pais_detalle,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1651,1651,sla_pais_detalle,id_pais,Pais,Pais,,,,,Pais
1652,1652,sla_pais_detalle,id_destino,Puerto,Puerto,,,,,Puerto
1653,1653,sla_pais_detalle,activo,Activo,Activo,,,,,Activo
1654,1654,parametro_compra,,Parametro Compra,Parametro Compra,,,,,Parametro Compra
1655,1655,parametro_compra,empresa,Consignatario,Consignatario,,,,,Consignatario
1656,1656,parametro_compra,id_producto,Producto,Producto,,,,,Producto
1657,1657,parametro_compra,id_puerto_descarga,Puerto de Descarga,Puerto de Descarga,,,,,Puerto de Descarga
1658,1658,parametro_compra,fecha_validez,Fecha de Validez,Fecha de Validez,,,,,Fecha de Validez
1659,1659,compra_pedido,,Purchase,Compra Pedido,,,,,Purchase
1660,1660,compra_pedido,id_detalle_pedido,Order Detail Id,Id Detalle Pedido,,,,,Order Detail Id
1661,1661,compra_pedido,PEDIDO,Order,PEDIDO,,,,,Order
1662,1662,compra_pedido,Costo_referencia,Reference Cost CFR,Costo Referencia CFR,,,,,Reference Cost CFR
1663,1663,compra_pedido,Precio_vista,Suggested Price at sight,Precio Sugerido a la Vista,,,,,Suggested Price at sight
1664,1664,compra_pedido,Fecha_pedido,Price confirmation date,Fecha de confirmacion de Precio,,,,,Price confirmation date
1665,1665,compra_pedido,NC,CN,NC,,,,,CN
1666,1666,compra_pedido,Obs_costo,Cost observations,Observaciones Costo,,,,,Cost observations
1667,1667,compra_pedido,Obs_precio,Price observations,Observaciones Precio,,,,,Price observations
1668,1668,compra_pedido,Usuario_registro1,Register User 1,Usuario Registro1,,,,,Register User 1
1669,1669,compra_pedido,Fecha_registroC,Register date Cost,Fecha RegistroC,,,,,Register date Cost
1670,1670,compra_pedido,Usuario_registro2,Register User 2,Usuario Registro2,,,,,Register User 2
1671,1671,compra_pedido,Fecha_registroP,Register date Price,Fecha RegistroP,,,,,Register date Price
1672,1672,compra_pedido,archivo,File,Archivo,,,,,File
1673,1673,compra_pedido,id_unico,Unique ID,Id Unico,,,,,Unique ID
1674,1674,compra_pedido,Fecha_compra,Purchase confirmation date,Fecha de confirmaciÃ³n de Compra,,,,,Purchase confirmation date
1675,1675,compra_pedido,obs_sls,Internal SLS observations,Observaciones internas SLS,,,,,Internal SLS observations
1676,1676,SLA_Compra_Pedido,,SLA Compra Pedido,SLA Compra Pedido,,,,,SLA Compra Pedido
1677,1677,SLA_Compra_Pedido,buque,Buque,Buque,,,,,Buque
1678,1678,SLA_Compra_Pedido,Fecha_compra,Fecha de ConfirmaciÃ³n de Compra,Fecha de ConfirmaciÃ³n de Compra,,,,,Fecha de ConfirmaciÃ³n de Compra
1679,1679,SLA_Compra_Pedido,Producto,Producto,Producto,,,,,Producto
1680,1680,SLA_Compra_Pedido,Unidad,Unidad,Unidad,,,,,Unidad
1681,1681,SLA_Compra_Pedido,Cantidad,Cantidad,Cantidad,,,,,Cantidad
1682,1682,SLA_Compra_Pedido,Puerto_Descarga,Puerto de Descarga,Puerto de Descarga,,,,,Puerto de Descarga
1683,1683,SLA_Compra_Pedido,Costo_referencia,Costo Referencia,Costo Referencia,,,,,Costo Referencia
1684,1684,SLA_Compra_Pedido,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,,Precio Sugerido a la Vista
1685,1685,SLA_Compra_Pedido,Fecha_pedido,Fecha de ConfirmaciÃ³n de Precio,Fecha de ConfirmaciÃ³n de Precio,,,,,Fecha de ConfirmaciÃ³n de Precio
1686,1686,SLA_Compra_Pedido,NC,NC,NC,,,,,NC
1687,1687,SLA_Compra_Pedido,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,,Usuario Registro1
1688,1688,SLA_Compra_Pedido,Fecha_registroC,Fecha Registro Compra,Fecha Registro Compra,,,,,Fecha Registro Compra
1689,1689,SLA_Compra_Pedido,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,,Usuario Registro2
1690,1690,SLA_Compra_Pedido,Fecha_registroP,Fecha Registro Precio,Fecha Registro Precio,,,,,Fecha Registro Precio
1691,1691,SLA_Compra_Pedido,SLA,SLA1 (Registro de la Compra),SLA1 (Registro de la Compra),,,,,SLA1 (Registro de la Compra)
1692,1692,SLA_Compra_Pedido,SLA2,SLA2 (Registro de CÃ³digo de Embarque),SLA2 (Registro de CÃ³digo de Embarque),,,,,SLA2 (Registro de CÃ³digo de Embarque)
1693,1693,Reporte SLA Documento,,Reporte SLA Documento,Reporte SLA Documento,,,,,Reporte SLA Documento
1694,1694,Reporte SLA Documento,buque,Orden de Compra/Buque,Orden de Compra/Buque,,,,,Orden de Compra/Buque
1695,1695,Reporte SLA Documento,Orden,Orden de Compra Cliente,Orden de Compra Cliente,,,,,Orden de Compra Cliente
1696,1696,Reporte SLA Documento,embarque,Embarque,Embarque,,,,,Embarque
1697,1697,Reporte SLA Documento,usuario,Responsable,Responsable,,,,,Responsable
1698,1698,Reporte SLA Documento,Puerto_Carga,Puerto de Carga,Puerto de Carga,,,,,Puerto de Carga
1699,1699,Reporte SLA Documento,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1700,1700,Reporte SLA Documento,Pais_Descarga,Pais de Descarga,Pais de Descarga,,,,,Pais de Descarga
1701,1701,Reporte SLA Documento,Puerto_descarga,Puerto de Descarga,Puerto de Descarga,,,,,Puerto de Descarga
1702,1702,Reporte SLA Documento,fecha_bl,Fecha de Zarpe,Fecha de Zarpe,,,,,Fecha de Zarpe
1703,1703,Reporte SLA Documento,Eta_puerto_descarga,Fecha de Arribo,Fecha de Arribo,,,,,Fecha de Arribo
1704,1704,Reporte SLA Documento,necesita_proforma,Necesita Proforma,Necesita Proforma,,,,,Necesita Proforma
1705,1705,Reporte SLA Documento,Proforma_enviada,Proforma Enviada,Proforma Enviada,,,,,Proforma Enviada
1706,1706,Reporte SLA Documento,Docto_digital_fecha,Documento digital enviado,Documento digital enviado,,,,,Documento digital enviado
1707,1707,Reporte SLA Documento,Docto_original_fecha,Recepcion originales UO,Recepcion originales UO,,,,,Recepcion originales UO
1708,1708,Reporte SLA Documento,cumple_digitales,Cumple Digitales,Cumple Digitales,,,,,Cumple Digitales
1709,1709,Reporte SLA Documento,cumple_fisico,Cumple Fisico,Cumple Fisico,,,,,Cumple Fisico
1710,1710,Reporte SLA Documento,Ano_digital,Año  Digital,AÃ±o Digital,,,,,Año  Digital
1711,1711,Reporte SLA Documento,Semana_digital,Semana Digital,Semana Digital,,,,,Semana Digital
1712,1712,Reporte SLA Documento,Ano_fisico,Año  Fisico,AÃ±o Fisico,,,,,Año  Fisico
1713,1713,Reporte SLA Documento,Semana_fisica,Semana Fisica,Semana Fisica,,,,,Semana Fisica
1714,1714,Reporte SLA Documento,Tiempo_transito,Tiempo de Transito,Tiempo de Transito,,,,,Tiempo de Transito
1715,1715,Reporte SLA Documento,Tipo_transito,Tipo Transito,Tipo Transito,,,,,Tipo Transito
1716,1716,Reporte SLA Documento,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1717,1717,cliente_final,,Cliente Final,Cliente Final,,,,,Cliente Final
1718,1718,cliente_final,Id_cliente,Id Cliente,Id Cliente,,,,,Id Cliente
1719,1719,cliente_final,Nombre,Nombre,Nombre,,,,,Nombre
1720,1720,cliente_final,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1721,1721,cliente_final,Id_pais,Pais,Pais,,,,,Pais
1722,1722,oceano,,Oceano,Oceano,,,,,Oceano
1723,1723,oceano,id_oceano,Id,Id,,,,,Id
1724,1724,oceano,Oceano,Oceano,Oceano,,,,,Oceano
1725,1725,grupo_articulo,,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
1726,1726,grupo_articulo,id_grupo_articulo,Id Grupo Articulo,Id Grupo Articulo,,,,,Id Grupo Articulo
1727,1727,grupo_articulo,descripcion,Descripcion,Descripcion,,,,,Descripcion
1728,1728,grupo_articulo,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1729,1729,producto,,Producto,Producto,,,,,Producto
1730,1730,producto,Id_producto,Id Producto,Id Producto,,,,,Id Producto
1731,1731,producto,Descripcion,Descripcion,Descripcion,,,,,Descripcion
1732,1732,producto,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1733,1733,producto,Codigo_sap,Codigo Sap,Codigo Sap,,,,,Codigo Sap
1734,1734,producto,Id_presentacion,Presentacion,Presentacion,,,,,Presentacion
1735,1735,producto,Id_categoria,Categoria,Categoria,,,,,Categoria
1736,1736,producto,Id_abreviatura,Abreviatura,Abreviatura,,,,,Abreviatura
1737,1737,producto,id_grupo_articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
1738,1738,admin_rights,,Admin Rights,Admin Rights,,,,,Admin Rights
1739,1739,admin_rights,TableName,Table Name,Table Name,,,,,Table Name
1740,1740,admin_rights,GroupID,Group ID,Group ID,,,,,Group ID
1741,1741,admin_rights,AccessMask,Access Mask,Access Mask,,,,,Access Mask
1742,1742,admin_admembers,,Admin:AD users and groups,Admin:AD users and groups,,,,,Admin:AD users and groups
1743,1743,admin_admembers,Label,Label,Label,,,,,Label
1744,1744,Reporte_Compra,,Reporte Compra,Reporte Compra,,,,,Reporte Compra
1745,1745,Reporte_Compra,Correlativo_lote,Correlativo,Correlativo,,,,,Correlativo
1746,1746,Reporte_Compra,buque,Buque,Buque,,,,,Buque
1747,1747,Reporte_Compra,Fecha,Fecha de confirmaciÃ³n de Compra,Fecha de confirmaciÃ³n de Compra,,,,,Fecha de confirmaciÃ³n de Compra
1748,1748,Reporte_Compra,producto,Producto,Producto,,,,,Producto
1749,1749,Reporte_Compra,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
1750,1750,Reporte_Compra,Unidad,Unidad de Medida,Unidad de Medida,,,,,Unidad de Medida
1751,1751,Reporte_Compra,Cantidad,Cantidad,Cantidad,,,,,Cantidad
1752,1752,Reporte_Compra,Puerto_Descarga,Puerto de Descarga,Puerto de Descarga,,,,,Puerto de Descarga
1753,1753,Reporte_Compra,Costo_referencia,Costo Referencia CFR,Costo Referencia CFR,,,,,Costo Referencia CFR
1754,1754,Reporte_Compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,,Precio Sugerido a la Vista
1755,1755,Reporte_Compra,Fecha_pedido,Fecha de ConfirmaciÃ³n de Precio,Fecha de ConfirmaciÃ³n de Precio,,,,,Fecha de ConfirmaciÃ³n de Precio
1756,1756,Reporte_Compra,NC,NC,NC,,,,,NC
1757,1757,Reporte_Compra,archivo,Comprobante de Compra,Comprobante de Compra,,,,,Comprobante de Compra
1758,1758,Reporte_Compra,Obs_costo,Obs Costo,Obs Costo,,,,,Obs Costo
1759,1759,Reporte_Compra,Obs_precio,Obs Precio,Obs Precio,,,,,Obs Precio
1760,1760,,BUSQUEDA,Search,Busqueda,,,,,Search
1761,1761,,COMPRA,Purchase,Compra,,,,,Purchase
1762,1762,,COMPRA1,Purchase,Compra,,,,,Purchase
1763,1763,,COMPRAS_EN_FIRME,Firm Purchases,Compras en Firme,,,,,Firm Purchases
1764,1764,,GESTION_DE_CALIDAD,Quality Management,Gestion de Calidad,,,,,Quality Management
1765,1765,,INFORMACI_N_DE_COMPRAS_EN_FIRME,Purchase Information,InformaciÃ³n de Compras en Firme,,,,,Purchase Information
1766,1766,,INFORMACI_N_DE_PEDIDOS,Order Information,InformaciÃ³n de pedidos,,,,,Order Information
1767,1767,,LICITACIONES,Tenders,Licitaciones,,,,,Tenders
1768,1768,,LICITACIONES1,Tenders,Licitacion,,,,,Tenders
1769,1769,,LICITACI_NES,Tenders,LicitaciÃ³nes,,,,,Tenders
1770,1770,,OPERACIONES_PNC_GRANELES,Operations PNC Graneles,Operaciones PNC Graneles,,,,,Operations PNC Graneles
1771,1771,,PEDIDO,Order,Pedido,,,,,Order
1772,1772,,REGISTROS_AUXILIARES_1,Auxiliary Records 1,Registros Auxiliares 1,,,,,Auxiliary Records 1
1773,1773,,REGISTROS_AUXILIARES_2,Auxiliary Records 2,Registros Auxiliares 2,,,,,Auxiliary Records 2
1774,1774,,REPORTES,Reports,Reportes,,,,,Reports
1775,1775,,SEGURIDAD,Security,Seguridad,,,,,Security
1776,1776,,,PSP v5.5,PSP v5.5,,,,,PSP v5.5
